idx,filename,temperature [C],flecha [mm],global time
0,0.0_mm_29.90_grados_2_0,29.9,0.0,"2022,03,11,09:11:06"
1,0.0_mm_180.10_grados_1_1,180.1,0.0,"2022,03,11,10:01:32"
1,0.0_mm_180.00_grados_2_1,180.0,0.0,"2022,03,11,10:01:46"
2,0.0_mm_184.40_grados_1_2,184.4,0.0,"2022,03,11,10:16:52"
2,0.0_mm_184.20_grados_2_2,184.2,0.0,"2022,03,11,10:17:06"
3,0.0_mm_190.00_grados_1_3,190.0,0.0,"2022,03,11,10:34:12"
3,0.0_mm_189.80_grados_2_3,189.8,0.0,"2022,03,11,10:34:26"
4,0.0_mm_194.80_grados_1_4,194.8,0.0,"2022,03,11,10:53:52"
4,0.0_mm_194.90_grados_2_4,194.9,0.0,"2022,03,11,10:54:06"
5,0.0_mm_199.50_grados_1_5,199.5,0.0,"2022,03,11,11:10:12"
5,0.0_mm_199.40_grados_2_5,199.4,0.0,"2022,03,11,11:10:26"
